 0.00000000  0.00000000  0.00645603  0.00686342  0.00106891  0.00021152  0.00010308  0.00195625  0.00973997 
 0.02520000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.05040000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.07560000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.10080000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.12600000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.15120000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.17640000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.20160000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.22680000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.25200000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.27720000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.30240000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.32760000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.35280000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.37800000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.40320000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.42840000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.45360000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.47880000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.50400000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.52920000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.55440000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.57960000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.60480000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.63000000  0.00000000  0.00639129  0.00680625  0.00106004  0.00020976  0.00010228  0.00194387  0.00967941 
 0.65520000  0.00000000  0.00789047  0.00872258  0.00145418  0.00030064  0.00014306  0.00301815  0.01434022 
 0.68040000  0.00000000  0.00789047  0.00872258  0.00145418  0.00030064  0.00014306  0.00301815  0.01434022 
 0.70560000  0.00000000  0.00789047  0.00872258  0.00145418  0.00030064  0.00014306  0.00301815  0.01434022 
 0.73080000  0.00000000  0.00789047  0.00872258  0.00145418  0.00030064  0.00014306  0.00301815  0.01434022 
 0.75600000  0.00000000  0.00789047  0.00872258  0.00145418  0.00030064  0.00014306  0.00301815  0.01434022 
