2.30E-01	1.59E-01	6.01E-04	6.01E-04
7.76E-01	4.13E-01	1.58E-05	1.58E-05
1.48E+00	5.90E-01	3.37E-04	3.37E-04
1.51E+00	5.84E-01	1.94E-03	1.94E-03
1.56E+00	7.18E-01	5.74E-03	5.74E-03
2.03E+00	1.25E+00	1.50E-02	1.50E-02
3.31E+00	2.65E+00	3.72E-02	3.72E-02
